mean_test_score,mean_fit_time,C,Gamma,tomek,under_strat,over_strat
0.837990818,44.36817392,58.05618498,0.129070246,TL,-80%,+500% S
0.837754345,58.32514215,26.10084251,0.221858069,TL,-60%,SMOTE
0.837682393,68.86767324,69.64199998,0.725309089,No TL,-60%,BoSMOTE
0.83749489,116.0071724,47.18996863,0.884466602,TL,-15%,Imbal BS
0.837459071,69.03436955,86.40515665,0.891052703,TL,-25%,+100% S
0.837380427,99.88115152,18.49618745,0.78460799,TL,-15%,Imbal S
0.837376107,60.11879388,10.37651331,0.354569877,TL,-60%,SMOTE
0.837257439,107.8648992,39.1749794,0.409822363,TL,-25%,+500% S
0.837145891,13.92612791,4.927559267,0.679425732,No TL,-80%,Imbal S
0.837134915,77.74690986,129.6098938,0.824572529,TL,-15%,+50% S
0.837124943,125.5553579,43.76059169,0.833692274,No TL,-15%,+300% S
0.836912042,58.06509646,33.9667902,0.220806508,No TL,Imbal,SMOTE
0.836905375,116.2290445,29.60405243,0.592840358,No TL,-25%,+500% S
0.836632606,30.66891909,8.477249413,0.603992264,TL,Imbal,+500% S
0.836522794,15.69404316,52.01718416,0.149469842,TL,-80%,Imbal S
0.836496032,47.80628157,119.8059765,0.745557534,No TL,Imbal,+500% BS
0.836334257,89.62150931,79.87992393,0.300395561,No TL,-40%,+500% S
0.836172409,158.3951627,225.4059712,1.04991251,No TL,-15%,+50% S
0.836108743,61.81709377,145.2643161,0.302222548,No TL,-40%,Imbal S
0.835730067,46.78593373,233.5608199,0.78577536,TL,-40%,+300% BS
0.835650466,53.15389442,66.94495059,1.031685328,TL,-15%,+50% S
0.835553277,97.11799963,36.93889329,0.67602674,TL,-15%,+300% S
0.835548487,95.9342885,85.97325759,0.552525854,No TL,-25%,+300% S
0.835407095,131.8514692,98.52768609,0.768826119,No TL,-15%,Imbal BS
0.835378744,24.60051306,138.350426,0.686021394,TL,-40%,+100% S
0.835345492,17.64445249,54.51270116,0.22119429,TL,-80%,+300% S
0.835178978,121.4264617,130.59823,1.070526168,TL,-15%,+100% BS
0.835170856,25.98942518,13.36347665,0.970796328,TL,-40%,+300% S
0.835143107,129.8494525,52.74895051,0.957507399,No TL,-25%,+500% BS
0.835139714,58.43566314,51.91223318,0.738712283,TL,-60%,BoSMOTE
0.835005112,10.78457363,222.7298092,0.488101973,TL,-80%,BoSMOTE
0.834509804,46.13798722,31.48591974,0.531060555,TL,-25%,Imbal S
0.834491287,58.1727821,28.97410429,0.839675024,No TL,-40%,+300% S
0.834413398,10.39783692,71.5786016,0.891782337,TL,-60%,+100% S
0.834404382,76.39533281,47.26026691,0.821592515,TL,-15%,Imbal BS
0.834341845,90.22127978,66.88118925,0.602666721,No TL,-25%,+300% S
0.834282018,117.3014012,90.66127999,0.25358728,TL,-25%,+500% S
0.834261486,47.79027899,134.9476068,0.72826528,No TL,Imbal,Imbal BS
0.833916359,10.43417708,65.27002699,0.866589649,No TL,-80%,BoSMOTE
0.833902881,42.5631899,16.84592135,0.640859735,No TL,Imbal,Imbal S
0.833628694,230.2350273,56.38758417,0.347124597,TL,-25%,BoSMOTE
0.833614279,34.19471097,30.10575763,0.62352741,No TL,-60%,+300% S
0.833494364,69.27407948,101.8458508,0.718388011,No TL,-40%,Imbal BS
0.833406917,118.4552701,78.53906186,0.632593341,TL,-15%,Imbal BS
0.833339339,38.65749828,34.92842321,0.605544733,TL,-25%,+300% S
0.833219318,103.5397998,267.0601214,0.901843193,TL,-25%,+20% BS
0.833188623,15.88180637,29.34493022,0.470142039,TL,-60%,+300% S
0.833165419,140.1102657,14.74241626,0.72955291,TL,-40%,BoSMOTE
0.83281549,17.20970869,23.94766452,0.390081648,No TL,-80%,+300% S
0.832774198,70.23641626,49.52516257,0.879394125,TL,-60%,+500% BS
0.832689383,99.90232611,109.5804568,0.579819822,TL,-40%,+500% BS
0.832579255,53.87518692,58.21461657,0.939333037,No TL,-40%,+500% BS
0.832188421,78.40569162,13.77793575,0.52141899,TL,-40%,+500% S
0.832048061,63.83211462,47.10319733,0.716012765,TL,-60%,BoSMOTE
0.832041222,63.11898692,10.49280489,0.363280305,No TL,-60%,SMOTE
0.832012108,14.55257161,4.398716982,0.546041807,TL,-80%,Imbal S
0.831993364,122.8137089,54.9929087,0.927485616,No TL,-15%,Imbal BS
0.831956881,122.7348615,117.007544,0.44425156,No TL,-15%,+300% S
0.831899876,114.871472,23.02310898,0.560322668,No TL,-25%,+500% S
0.831798477,17.70196176,35.67493486,0.310520404,No TL,-80%,+300% S
0.831738341,45.58822362,123.6841795,1.087786943,TL,-40%,+20% S
0.831646303,141.5171808,69.98176277,0.758134059,No TL,-25%,+500% BS
0.83161577,9.456671158,74.9888322,0.757515374,No TL,-80%,BoSMOTE
0.831550552,142.3663302,100.1983229,0.302130366,No TL,-15%,+500% S
0.831364076,117.0061807,21.96245704,0.565243771,No TL,-25%,+500% S
0.831315577,64.95197845,98.53623339,0.368591109,TL,Imbal,BoSMOTE
0.831265284,94.1194675,35.75121775,0.961533356,TL,-40%,+500% BS
0.831108787,64.06598878,32.38151838,1.007256002,TL,-40%,+500% BS
0.831057391,72.32678111,64.18050129,0.577356236,No TL,-15%,+300% S
0.831016386,142.4313429,90.7672079,0.310875418,No TL,-15%,+500% S
0.830931274,41.73170988,68.09065907,0.422273337,No TL,Imbal,+300% S
0.830816505,49.61593692,57.07310799,0.80240364,TL,-80%,+500% BS
0.830796382,37.18006897,26.99868659,0.988196965,No TL,-60%,BoSMOTE
0.830733155,110.0149462,22.74108806,0.720834635,No TL,-15%,Imbal S
0.830661213,123.64552,82.02893707,0.242326733,TL,-15%,+500% S
0.830521117,36.28424843,93.56281117,0.341143422,No TL,-60%,+300% S
0.830489105,46.36885937,90.79683253,1.034508134,TL,-40%,+50% S
0.830479928,78.91061187,128.3648079,0.4714897,TL,-15%,Imbal BS
0.830433392,8.645528316,82.81353938,0.161289289,TL,-80%,SMOTE
0.830275997,57.50249743,39.31251931,0.62278141,No TL,-40%,+300% S
0.830260395,42.37565382,5.204129722,0.499986109,No TL,Imbal,SMOTE
0.830208914,80.84629099,35.40830462,0.99790675,TL,-15%,+100% S
0.830207059,29.79993264,34.86212912,1.072200412,TL,-60%,Imbal BS
0.830130563,62.60140085,37.84914965,0.233580827,TL,Imbal,+500% S
0.829882838,27.52219645,183.2276051,0.73632972,TL,-40%,+50% S
0.829881281,167.568116,44.10117458,0.922456411,No TL,-15%,+500% BS
0.829712862,61.32534099,74.51457772,0.539887419,TL,-60%,BoSMOTE
0.829696708,107.6351917,4.70027123,1.067703845,TL,-25%,+500% S
0.829653172,76.97810372,21.97326851,0.386227214,TL,-40%,+500% S
0.829565055,100.2375518,297.1645435,0.749066133,TL,-25%,+50% BS
0.829467302,121.9547215,13.86309034,0.737202465,No TL,-15%,+500% S
0.829392386,60.81991347,117.3521795,0.832931129,No TL,-15%,+100% S
0.829331625,52.09804344,78.86743126,0.771966439,No TL,-80%,+500% BS
0.829305702,130.1073302,30.82927741,1.078152788,No TL,-25%,+500% BS
0.829294939,45.82193176,54.01402787,0.873620892,No TL,-25%,Imbal BS
0.829196753,277.7750977,5.628700725,0.819472287,TL,-15%,BoSMOTE
0.829162819,85.04986445,25.17220412,0.420999002,No TL,-40%,+500% S
0.829155425,140.5280054,213.058466,0.369602825,TL,-15%,Imbal BS
0.829085139,27.09411987,102.4828433,0.916407954,No TL,-40%,+100% S
0.829044605,318.5981475,6.905365975,0.787897169,No TL,-15%,BoSMOTE
0.828973217,42.3751545,55.86751223,0.563888579,No TL,-25%,+300% S
0.828808097,83.2483801,37.68768625,0.28817399,TL,-40%,+500% S
0.828802961,133.3939126,89.46561174,0.6882401,No TL,-15%,Imbal BS
0.828685072,70.30492465,59.7806058,0.321432192,No TL,-25%,+500% S
0.828427015,50.50425792,58.72741641,0.627959688,TL,-25%,Imbal BS
0.828392458,84.34957576,19.14586107,0.7330953,No TL,-25%,Imbal S
0.828233235,37.46078642,33.03945074,1.004211533,TL,-80%,+500% BS
0.828232825,37.46312006,38.24847733,0.709484232,TL,-60%,BoSMOTE
0.828155612,4.933705568,149.1111353,0.789431421,TL,-80%,+50% S
0.828115567,93.74473468,24.11855745,0.993616722,TL,-25%,+500% BS
0.827942419,16.15802391,51.28251999,0.860344529,No TL,-80%,Imbal BS
0.827912093,56.25710956,222.508374,1.088799577,TL,-40%,+50% BS
0.827891272,82.37722659,165.1485692,0.902773623,TL,-25%,+20% BS
0.827768607,82.60560139,151.2877784,0.450816364,TL,-60%,+500% BS
0.827644811,4.508462111,25.5861473,1.018456527,TL,-80%,+100% S
0.827636384,37.98821473,50.88229039,0.820651971,TL,-40%,+100% S
0.827426908,41.02458453,85.05427008,0.718544359,No TL,Imbal,Imbal BS
0.827424259,66.33022237,4.642818521,0.681696516,TL,Imbal,+500% S
0.827267643,66.58726835,307.9890202,0.76642461,No TL,-40%,+50% S
0.827255917,36.65380931,72.63768139,0.803647283,No TL,-60%,Imbal BS
0.827189043,18.99985695,76.86336705,0.785233366,No TL,-60%,Imbal BS
0.827083577,24.95924465,37.00007534,0.107664698,TL,-80%,+500% S
0.827075665,142.7800721,32.45725837,0.801016735,TL,-15%,+500% BS
0.827013184,108.7212156,128.9017021,0.537611621,No TL,-25%,Imbal BS
0.826957312,55.73235019,111.7098938,0.261599484,TL,-40%,+300% S
0.826884799,154.8790411,89.63954054,0.497769082,TL,-15%,+500% BS
0.826831765,33.92715987,40.3266581,0.968458043,No TL,Imbal,+500% BS
0.826725309,61.59555236,20.22234795,0.988359838,TL,-40%,Imbal BS
0.826555282,84.94067931,44.64334237,0.937800547,TL,-15%,+50% S
0.8265025,105.3256175,71.60620612,0.960238003,No TL,-15%,+100% S
0.826310451,88.0867331,65.92244791,0.932251908,TL,-15%,+300% BS
0.826209799,108.8775785,51.49122901,1.046420916,TL,-15%,+300% BS
0.826054171,47.44371843,32.14526674,1.055747117,No TL,-40%,+500% BS
0.825971614,19.26073798,39.81911137,0.625379308,TL,-80%,Imbal BS
0.825950302,41.68570161,11.65372433,0.623201153,No TL,Imbal,Imbal S
0.825874314,47.85529105,27.83092885,0.826589869,TL,-40%,Imbal BS
0.825822985,119.5974726,27.16883603,1.039837762,No TL,-25%,+500% BS
0.825813945,53.86035164,26.21109429,1.073614884,TL,-80%,+500% BS
0.825756574,93.60270802,38.42112225,0.813081681,TL,-40%,+500% BS
0.825530187,75.72404933,9.300301824,0.994843258,TL,-25%,+300% S
0.825445628,251.6618168,103.2779176,0.210222111,TL,-25%,BoSMOTE
0.825316554,31.65409485,54.69972914,0.240421193,No TL,-60%,Imbal S
0.82531376,22.67917275,22.82936679,0.330363716,TL,-60%,Imbal S
0.825262523,218.4989518,2.875571971,0.336003048,No TL,-15%,SMOTE
0.825262308,61.09896604,157.5068906,0.261927989,TL,Imbal,BoSMOTE
0.825238475,84.91350619,31.0720686,0.116965883,TL,-40%,SMOTE
0.825087968,118.4597721,87.50450898,0.42416141,No TL,-15%,+300% S
0.824995936,31.23201895,58.62698164,0.260110353,TL,-60%,+300% S
0.824946305,60.14913138,2.062285991,1.039180383,TL,-60%,+500% S
0.824867076,88.76552184,35.758403,0.730530383,TL,-15%,+500% BS
0.824685139,4.468790452,76.82676573,0.929855086,TL,-80%,+50% S
0.82468415,40.87422347,11.65613412,0.44519428,No TL,Imbal,+500% S
0.824635646,144.906278,23.96670019,0.457075889,TL,-40%,BoSMOTE
0.824345531,57.67219472,24.92221369,1.057966269,TL,-25%,+100% S
0.824258861,98.99133174,63.16354949,1.018521946,TL,-25%,+300% BS
0.824128324,87.15157,87.79475064,0.631545566,TL,-15%,+50% S
0.824083704,9.550354958,3.345062603,1.040874864,No TL,-80%,SMOTE
0.823846782,42.51201073,50.57955529,0.674100736,TL,Imbal,Imbal BS
0.823831867,18.13070401,13.39198379,0.415393897,No TL,-80%,+300% S
0.823823581,106.6843572,87.1723966,0.803100687,No TL,-15%,+100% S
0.823730219,130.7361054,128.4807834,0.509286645,No TL,-15%,Imbal BS
0.823692384,19.02302949,123.6446794,0.472202938,No TL,-80%,Imbal BS
0.823666411,138.7928639,147.1084187,0.484599612,No TL,-15%,Imbal BS
0.823658644,42.6335361,134.7109714,0.862315959,TL,-60%,+300% BS
0.823653467,39.56482331,56.91837322,0.624943292,TL,Imbal,Imbal BS
0.823620202,49.12985031,44.91654779,0.753213702,TL,-80%,+500% BS
0.823608826,36.04703744,56.22873048,0.773319727,No TL,Imbal,Imbal BS
0.823579166,54.25958951,68.95950882,0.602299406,TL,-80%,+500% BS
0.823377332,22.21459039,5.631010615,0.837141641,No TL,-60%,Imbal S
0.823348565,93.27482025,71.6645707,0.978194607,TL,-15%,+20% BS
0.823340666,60.66505623,19.27089665,0.925506099,TL,-40%,Imbal BS
0.823245706,45.00262197,55.19279229,0.978698155,No TL,-40%,+100% S
0.823208033,41.54267645,10.32575941,0.607613046,No TL,Imbal,Imbal S
0.823138933,140.5153329,13.34067594,0.501580172,TL,-25%,BoSMOTE
0.823125966,88.36078636,49.80829384,0.885231274,TL,-15%,+20% S
0.823056169,98.59642561,11.46290978,0.696116928,TL,-15%,Imbal S
0.82299169,82.72628887,15.90537389,0.448619876,No TL,-40%,+500% S
0.822957727,35.46226811,24.60352153,1.051442543,TL,-60%,Imbal BS
0.822903735,53.43577655,15.65402838,0.733733008,No TL,Imbal,BoSMOTE
0.822899354,49.75829347,266.3392923,0.117669454,No TL,-40%,+500% S
0.822890425,54.78201485,73.70805772,0.280904011,TL,-40%,+300% S
0.822841069,35.71131174,61.10143591,0.626800248,TL,-80%,+500% BS
0.822775834,67.6681277,18.69665939,0.968362163,No TL,-60%,BoSMOTE
0.822644382,60.50352446,32.97319648,0.701442474,TL,-40%,Imbal BS
0.822563245,344.4413807,35.88153759,0.280876238,No TL,-15%,BoSMOTE
0.822472576,19.48244238,18.31734259,0.928146737,TL,-80%,Imbal BS
0.822425776,39.11908062,65.00002816,0.910918827,TL,-40%,+50% S
0.822321015,17.08551892,35.55425173,0.869577094,TL,-60%,+100% S
0.822245338,95.54905375,61.49453335,0.65821397,No TL,-25%,Imbal BS
0.822171671,15.57508596,47.93694822,0.5033313,TL,-80%,Imbal BS
0.821922426,69.41126982,78.4110791,0.896317984,TL,-25%,+100% BS
0.821646748,15.85897088,79.99744141,0.874070156,TL,-60%,+50% S
0.8216062,66.19969908,45.85639755,0.728375234,No TL,-60%,+500% BS
0.821592101,19.51061424,58.1632257,0.240036335,TL,-60%,+300% S
0.821408642,45.73224942,95.71752385,0.91252317,TL,Imbal,+300% BS
0.821355572,102.0203671,10.40641313,0.708934124,TL,-15%,Imbal S
0.821104472,46.03513503,21.02710623,1.083135283,No TL,-25%,Imbal BS
0.820924037,75.74322041,180.2791487,0.497946995,TL,-25%,+20% S
0.820885631,54.02854729,48.06879851,0.792626663,No TL,-80%,+500% BS
0.820849059,49.50808366,173.6082856,0.944373968,TL,-40%,+50% BS
0.820828823,88.3974576,96.78582566,0.968219489,No TL,-25%,+50% S
0.82071025,53.95787072,37.9950436,0.436364753,TL,Imbal,BoSMOTE
0.820696111,18.58445326,3.204532284,1.010947077,No TL,-80%,+300% S
0.820575099,83.82515097,83.1142058,0.631535126,TL,-15%,+20% S
0.820520766,64.8591311,49.54318322,1.043071089,TL,-25%,+100% BS
0.820380296,124.7992246,126.6822363,0.255521953,No TL,-15%,Imbal S
0.820341272,35.63212911,70.51947627,0.293910909,No TL,-60%,+300% S
0.820128254,42.93208607,6.932259753,0.710569102,No TL,Imbal,Imbal S
0.820116445,139.2776192,61.19669466,1.083320163,No TL,-15%,+300% BS
0.820079441,53.06254745,7.51499185,0.875226408,TL,-40%,+300% S
0.820025338,231.413404,35.36280386,0.289240284,TL,-25%,BoSMOTE
0.819941606,89.00206486,125.5184863,0.409143292,TL,-15%,+100% S
0.819904448,20.72282799,61.52232596,0.921443538,TL,-40%,+20% S
0.81989843,4.965709845,45.98241299,0.647717979,No TL,-80%,+100% S
0.819865607,60.52803262,70.06439004,0.66757932,TL,-25%,+50% S
0.819696657,39.19442511,123.1154873,0.160088769,TL,Imbal,+300% S
0.819661189,93.98427701,103.002998,1.022668987,No TL,-25%,+100% BS
0.819512776,45.20398919,71.85106364,0.777672764,No TL,-40%,+100% S
0.819271201,64.5907499,3.709004724,0.646642326,TL,Imbal,+500% S
0.819215862,7.410141389,20.64769269,1.000951179,TL,-80%,BoSMOTE
0.819178866,42.48600817,18.55319997,0.561247416,No TL,Imbal,+300% S
0.819120762,81.38021644,216.1634072,0.90152269,No TL,-15%,+20% BS
0.819113257,78.54438408,65.49996934,0.52941493,TL,-15%,+100% S
0.819005361,7.221110821,186.3309786,0.749166427,TL,-80%,+100% BS
0.818854806,134.3222402,35.78658452,0.641471404,TL,-15%,+500% BS
0.818830835,28.37817987,234.5082894,0.770181996,No TL,Imbal,+300% BS
0.818779185,56.42263897,35.82752786,0.873979022,TL,-25%,+50% S
0.818742459,77.74107687,57.06856787,0.696070286,TL,-15%,+20% S
0.818706635,148.8944834,189.0551011,0.942314557,No TL,-15%,+50% BS
0.818631622,76.33532874,165.2800835,0.301366646,No TL,-60%,BoSMOTE
0.818372031,92.34749111,41.76828403,1.089381955,TL,-15%,+100% BS
0.8183285,40.10758893,21.30658148,0.506873855,No TL,Imbal,+300% S
0.818289866,145.7142542,140.2262341,0.17858273,No TL,-15%,+500% S
0.818211733,32.97582618,108.0821445,0.163341131,TL,-60%,+300% S
0.818207748,82.15718516,74.17149776,0.567249378,No TL,Imbal,+500% BS
0.818183947,91.14710975,70.25883468,0.876857181,No TL,-15%,+50% S
0.818144044,5.07072862,19.11960692,0.997468418,No TL,-80%,+100% S
0.818109737,33.2527105,89.00015721,0.451059342,TL,-60%,Imbal BS
0.81800554,88.3454477,49.62877271,0.219614651,No TL,-40%,+500% S
0.817977754,41.68303537,87.17929365,0.925962671,TL,-60%,+300% BS
0.817962449,81.06783048,131.8411886,0.885878276,No TL,-40%,+300% BS
0.81795433,110.7980838,167.108632,0.662993997,TL,-15%,+50% BS
0.817852325,17.74330219,48.8775582,0.430435869,TL,-80%,Imbal BS
0.81782116,17.51576241,8.074562628,0.409868632,TL,-80%,+300% S
0.817766961,19.61480133,71.27921328,0.780594436,No TL,-60%,+100% S
0.817402898,238.897392,10.17695015,0.490757266,TL,-25%,BoSMOTE
0.817398666,76.1787986,6.764005961,0.977486713,TL,-25%,+300% S
0.817225351,13.99680463,127.034595,1.043277727,No TL,Imbal,+50% S
0.817195548,32.96999224,109.1704458,1.058681021,No TL,Imbal,+300% BS
0.817123528,20.56763601,93.24510659,0.988946365,TL,-60%,+100% BS
0.81700881,76.89558872,9.618908473,1.03902642,No TL,-15%,+300% S
0.816965295,60.13296215,19.92769345,0.140504509,TL,Imbal,SMOTE
0.816957724,44.08629068,116.054409,0.459284971,No TL,-80%,+500% BS
0.816925893,92.27881249,28.15183381,1.065943647,No TL,-15%,+100% S
0.816922738,15.79929264,75.97251244,0.32013865,TL,-80%,Imbal BS
0.816864957,86.53712924,41.95821468,1.057373039,No TL,-15%,+50% S
0.816759924,335.4879652,22.89789248,0.277767336,TL,-15%,BoSMOTE
0.816759004,110.0466188,121.6483152,0.844810019,No TL,-15%,+20% S
0.816636143,4.960378329,119.9258203,0.930110381,No TL,-80%,+50% S
0.816601535,21.83552551,67.42998167,0.948933349,TL,Imbal,+50% S
0.816545065,35.67080339,52.33624327,0.829296388,TL,-40%,+50% S
0.816503114,74.74387948,36.99222786,0.36171355,TL,-25%,+300% S
0.816478927,41.91724102,39.47223982,0.755287525,No TL,Imbal,Imbal BS
0.816435894,27.07278299,60.54318064,0.899528628,No TL,Imbal,+100% S
0.816388413,69.2265687,20.50218844,0.83970563,TL,-15%,+100% S
0.816378229,27.19213859,56.63795101,1.03392213,No TL,-40%,+50% S
0.816346729,40.63751292,96.65069539,0.628983275,No TL,-25%,+100% S
0.816314194,148.8499769,12.7156732,0.489532932,TL,-40%,BoSMOTE
0.816216388,50.17203387,30.06927267,0.851788511,TL,-15%,+20% S
0.816090941,101.6477984,85.14074649,0.95766094,No TL,-15%,+20% S
0.816008956,3.394598564,204.5748318,0.393594277,TL,-80%,+50% S
0.81597851,33.63361168,39.90716233,0.311268033,No TL,-60%,+300% S
0.815937856,26.5086875,48.8413536,0.968968553,No TL,Imbal,+100% S
0.815837833,65.40805984,38.60767404,0.700045916,No TL,-40%,Imbal BS
0.815829735,348.9230073,13.76477207,0.363178364,No TL,-15%,BoSMOTE
0.81582369,161.8837798,49.44024658,0.285551012,No TL,-40%,BoSMOTE
0.815667466,28.38018568,140.0287041,0.861715424,TL,Imbal,+100% BS
0.815508181,55.3809526,12.91497787,1.08792773,TL,-25%,+100% S
0.815480768,11.37867697,83.55535217,1.001368456,No TL,-60%,+50% S
0.815420129,4.09355553,23.73550916,0.783781301,No TL,-80%,+100% S
0.815329628,54.26492445,35.70521534,0.796166771,No TL,-80%,+500% BS
0.81518785,23.55382784,104.434425,0.387003284,TL,Imbal,+100% S
0.815075571,53.06371355,37.27412173,0.307156912,TL,-40%,+300% S
0.815032519,102.7283254,111.5470755,0.716169142,TL,-15%,+50% BS
0.815025978,74.05159195,50.64567907,0.320258354,No TL,Imbal,BoSMOTE
0.814903827,39.47180883,46.97639595,0.659903126,TL,-15%,+20% S
0.814849097,44.84792837,153.591799,0.880700557,No TL,-60%,+300% BS
0.814817421,109.7352314,119.7941127,0.373110596,TL,-40%,+500% BS
0.814758476,18.89683421,65.5669462,0.730793183,No TL,-60%,+100% S
0.814731154,37.35576693,91.17443926,0.652025054,TL,-40%,+20% S
0.81464185,67.58177829,34.91306543,0.636904908,TL,Imbal,+500% BS
0.814528525,35.22639211,27.49191014,0.898514918,No TL,-60%,Imbal BS
0.814381222,65.46973912,60.81811112,1.002684425,TL,-25%,+50% BS
0.814338357,41.68636123,66.96723863,0.25460263,No TL,Imbal,+300% S
0.814235772,21.95821587,75.67079331,0.950971697,TL,Imbal,+20% S
0.814227527,34.65429155,19.10151098,0.968154266,No TL,-40%,Imbal BS
0.814174283,74.86156472,119.9486211,0.741847031,TL,-25%,+50% BS
0.814118608,55.98622934,44.35695179,0.128234261,TL,-60%,+500% S
0.814046126,69.84001319,27.24559774,0.716624624,TL,Imbal,+500% BS
0.81404607,35.5387814,26.46164089,0.722525598,TL,-40%,+100% S
0.813963704,39.80670428,135.5848054,0.338683922,TL,-40%,+100% S
0.813951656,67.99851847,10.73782435,1.03678512,No TL,-60%,BoSMOTE
0.81394207,45.92311883,45.36137194,1.0507351,No TL,-40%,+50% S
0.813873638,80.4608868,8.276928336,0.648699905,TL,-25%,Imbal S
0.813812962,148.5454233,249.9553032,0.3942614,TL,-15%,+300% BS
0.813782446,87.88469847,15.56266707,1.031240332,No TL,-25%,Imbal BS
0.813776411,286.6806721,3.478432312,0.827346912,No TL,-25%,BoSMOTE
0.813760704,61.83059597,48.72999944,0.581665334,TL,-15%,+50% S
0.813707076,84.51343735,101.6038319,0.842978503,No TL,-25%,+20% S
0.813703946,15.8629694,166.4850376,0.767177212,TL,-60%,+20% S
0.813559088,6.604334275,114.6084785,0.799819799,TL,-80%,+100% BS
0.813546802,55.8602078,25.58628873,0.906264204,TL,-25%,+20% S
0.813414601,37.7973477,102.4104261,0.372921936,TL,-40%,+100% S
0.813333333,70.17406718,27.24722254,0.105229408,TL,Imbal,SMOTE
0.813243023,11.6312201,49.09152886,0.553326664,TL,-60%,+100% S
0.813166809,42.33664989,30.48132747,0.907436775,No TL,-40%,+100% S
0.81316009,65.63460191,38.88615503,0.607491672,TL,-60%,+500% BS
0.812988822,43.95976814,94.42494173,0.749156293,TL,Imbal,+300% BS
0.812790339,42.29197224,71.21401452,0.280365215,No TL,-40%,+300% S
0.812786577,73.88172523,29.61165483,0.662663596,TL,Imbal,+500% BS
0.812781238,54.30126532,44.77971223,1.032634502,No TL,-25%,+50% S
0.812741829,75.52318311,25.1505282,0.395045637,TL,-25%,+300% S
0.812731644,27.23264503,110.9016519,0.598298794,No TL,Imbal,+100% S
0.812662678,12.65373635,138.8754067,0.489094586,No TL,-60%,+100% S
0.81254902,88.26610239,33.53479107,0.552644218,TL,-25%,Imbal BS
0.812500207,42.49017692,29.00345563,0.912720111,No TL,-40%,+100% S
0.812497126,69.88385248,19.6511043,0.484711379,No TL,Imbal,BoSMOTE
0.81249497,47.07932011,81.58617522,0.85943365,No TL,-25%,+20% S
0.812393307,52.02752908,88.85587867,1.002729669,No TL,-40%,+100% BS
0.812369668,65.31321192,35.22663978,0.172873936,No TL,-60%,+500% S
0.812368479,116.2913873,76.81697305,1.035210887,No TL,-15%,+20% BS
0.812338415,58.959922,69.93313529,0.512261969,TL,-25%,+50% S
0.812138747,54.25258907,25.67450783,0.668228637,TL,-80%,+500% BS
0.812071695,36.57446218,33.70043565,0.607697444,TL,Imbal,+500% BS
0.811966692,49.00149353,77.41203735,1.054485076,No TL,-40%,+100% BS
0.811917364,52.26690451,59.74344792,0.695786119,TL,-15%,+300% BS
0.811915212,48.31253751,113.299948,0.880741969,No TL,-25%,+20% BS
0.811892393,13.71759001,215.3223873,0.859570499,TL,-60%,+50% BS
0.811821873,5.129573266,78.2859695,0.91381807,TL,-80%,+100% BS
0.811666361,119.6288125,3.165933006,1.054995452,No TL,-25%,+500% S
0.811639517,66.84364955,66.40097956,1.005694908,No TL,-40%,+300% BS
0.811614779,18.74131338,48.19264747,0.748540988,No TL,-60%,+100% S
0.811452422,31.72309828,6.858301032,0.503441936,No TL,-60%,Imbal S
0.811429338,63.81611403,32.61018646,0.181128354,No TL,Imbal,+500% S
0.811414705,42.53284868,12.38841479,0.898309607,No TL,-60%,BoSMOTE
0.811291195,62.5368855,43.54716404,0.199663317,TL,-40%,Imbal S
0.811288645,8.600352446,27.21167049,0.180360927,No TL,-80%,SMOTE
0.811222872,30.45287999,21.88163918,0.719670514,TL,-60%,Imbal BS
0.810986573,73.30278961,30.46775169,0.335275787,TL,-25%,+300% S
0.810941828,7.056413651,133.4317488,0.946419877,No TL,-80%,+100% BS
0.810916104,36.91002337,60.52533361,0.41502287,TL,Imbal,Imbal BS
0.810891682,79.31852174,119.9336036,0.463547627,No TL,-25%,+100% S
0.810608898,104.0155532,25.56424828,1.028211788,TL,-15%,+300% BS
0.810263199,15.70727674,20.41491956,0.770723275,TL,-60%,+100% S
0.810188772,51.52344028,10.1121519,0.403278358,TL,-40%,Imbal S
0.809818314,35.87550871,14.55693699,0.887670969,TL,-60%,Imbal BS
0.809702698,107.2299542,73.38048614,0.773464464,No TL,-25%,+300% BS
0.80959284,64.53340443,36.10680244,0.94217548,TL,-25%,+100% BS
0.80956861,25.57218687,220.7034617,0.759196851,No TL,-80%,+300% BS
0.809562891,41.26029412,160.1438768,0.247162019,TL,Imbal,Imbal BS
0.809368505,22.19225375,37.87388739,0.512396767,TL,Imbal,+100% S
0.809297112,58.44416118,16.54652533,0.52888025,No TL,-40%,+300% S
0.809286569,6.20559756,51.81279411,1.039646013,TL,-80%,+100% BS
0.80909279,50.38673846,48.52776506,0.508119592,No TL,-60%,+500% BS
0.809083612,73.46181703,45.38565311,0.695914915,TL,-15%,+20% BS
0.809020218,17.00950638,56.47295753,0.439366519,No TL,-80%,Imbal BS
0.80897843,35.60479657,15.41847475,1.07697473,No TL,-60%,Imbal BS
0.808917093,64.36537623,25.61572568,0.181792662,No TL,-60%,+500% S
0.808900084,3.960032622,35.65340372,0.725229909,TL,-80%,+50% S
0.808813775,92.57953143,41.40510921,1.003386234,No TL,-15%,+20% S
0.808765291,39.27460766,155.7090571,0.340457447,TL,-25%,+20% S
0.808639282,37.03721317,40.48767753,0.468366821,TL,Imbal,Imbal BS
0.808628303,57.29012696,42.84980335,0.84211837,TL,-25%,+20% BS
